occ,n
extr. lararen,1
nykt. vardsh. idk.,1
glasmalare,1
kommunalab,1
Õverpostexp,1
f.d.sjukskoterska,1
fanjunkaren o handl.,1
l:e lakare,1
fd.smaskollararinna,1
forrradsm,1
predikobitrad.,1
bagerieleven,1
garderobvaktm,1
f.direkӧr,1
kamr f d,1
handlanden karl,1
rusthall.,1
inkass:e,1
kontorsassist.,1
fd. handelsidk.,1
frisor.bitr,1
taxeringskontr:ant,1
diotiht taudlāhave,1
laskdr . utkor,1
f.kom.arb,1
til,1
linhearb,1
lagare,1
cem.bitr,1
konf fd,1
sparvagskond,1
barnskot kristina,1
proviantor,1
smask.lar.,1
kommuunalarb,1
shetesh.arb,1
f.fabriksarbeterska,1
"packh,karl",1
hemm.ãg,1
smasklar,1
ankefru; prostinna,1
f. agent,1
fastighets.skӧt,1
f parkv,1
repslagar,1
hjalplastare,1
f mlsslonar,1
f tradgg.arb,1
tenknik,1
jarnvagsg,1
stalgjut.arb,1
kont.bitr.fru,1
bradg.form,1
kommendanten;ofverste,1
syrgasarbet.,1
f.sparv.kond.,1
kloksbitr,1
tapetr,1
ph kan,1
garnpack,1
snickaremastare anka,1
______,1
madam,1
tiaalo,1
fӧrn,1
l. enerfor,1
danfrisorska,1
fӧrlagschef,1
materialbitr.,1
f.lin.handl,1
an__,1
band.resande,1
café-idk.,1
advokatf_karlen,1
bokfӧrare,1
upphangerskan,1
fd riksdagsm,1
d.y skomak:are,1
bekladnadsaffarsbitr.,1
karlpressare,1
mast.,1
amneslaar,1
f. hemmansagaren,1
hyresgaft,1
toffelarbetare,1
blogr.stad,1
musikpedag,1
postexped:r fd,1
kiseldare,1
skogsh.,1
hag....,1
verktygs utlamnare,1
f.d. gardrӧy,1
f lagerkarl,1
bandvav,1
lervaruarb,1
matserv,1
stnamast,1
ch.handl,1
telef.rep f,1
"valdemar, bilrep.",1
stenogr.omaskinskriv,1
fd disponenten,1
fabr.arbeterskan,1
barnarb.,1
garageagare,1
f. d. somm:a,1
kassabokshallare,1
ku_lvakt,1
masinarb,1
fabr./arb,1
f…,1
hem. son,1
bokbinderieleven,1
_ig.,1
"jlbem,arb",1
sagv.fakt.,1
batterifyll.,1
amneslarr,1
avverkningsarbet.,1
jarnvagstjanstemna',1
hus…,1
met. tr.,1
blorrafmasinist,1
garb arb,1
bankkorrespondent,1
mekan arb,1
mejkaniker,1
butikubitr,1
skeppshandl,1
tradgȧrdsarbeterska,1
snikare,1
hushallaraska,1
f.stenhuggare,1
koks.bitr,1
forsaljarska,1
avloningsbokfor,1
e.hautor,1
hh sort:a,1
carl andersfons enka o dall_,1
igenior,1
massaberedare,1
handels enkan,1
biogr.mask,1
mototprov,1
kont. pojke,1
l:e kont. skriv,1
elmaskinist,1
livfors agent,1
_ pastor,1
gasverksmaskin.,1
stallanka,1
"ameralitetssekreterare, anka",1
motor/man,1
f. ofverste lojtn.,1
f. baderska,1
cantor g. settergrens enka,1
Äg hanof,1
smedsmas t.,1
sjukhusarbetare,1
pakmast,1
"eg., enk.",1
verkstadschefen,1
stadsplaneing,1
hofslagaren 667,1
tryckerldlsp,1
f kullag.arb,1
kostatia,1
strumpfabriksarb,1
kranmask,1
pppparb,1
f krutbr.arb,1
gabr.arb,1
lansvet.,1
und. sven ols enka,1
polismastare,1
f.d. lagerska,1
vagnsstaderska,1
br.tjanst.m.,1
komu.uppb.m.,1
handelsidakaren,1
fresskot,1
statkrl.,1
arb.formannen,1
tidn . bud,1
skotore,1
elektr. arbet.,1
kjeukrist,1
affarshtr,1
rotationstryckaren,1
lagenh pd,1
f hand.arb,1
amink,1
ycontndmel,1
statiosnkarl,1
ritbitradet,1
hyttform.,1
fors .insp,1
l_ts,1
bitnade,1
eg. smeden,1
snickerimastare,1
f. bergsman,1
bararb,1
Överskarerska,1
algat mjalnale,1
typografeleven,1
eg. skomakaren,1
byggn.tim.man,1
bradg.arn,1
kallskansksbitr,1
aldo edvard,1
tyen,1
l:ste postiljon,1
skufbitrade,1
f. poliskonst.,1
hit,1
f fil,1
f.foliskonstapel,1
f lӧjtn,1
gȧrdukarl,1
damskradd.,1
hemhjalp fd,1
meteallarb.,1
fastor,1
boxfor,1
las lãh,1
besikt,1
mek. verkst.arb,1
jȧrnarbetae,1
f.aff.bitr,1
sort,1
mohelsnick,1
rfehuggare,1
d arr,1
fabr.arbetare,1
f banfӧrm,1
frukthandlars,1
verkm;ast,1
sparrvakt,1
Överskogvakt.,1
ham e_,1
telegrafvist,1
cam.gjut,1
premier aktoren,1
maskinskӧt,1
vindragaren,1
f.stat.karl,1
tamburvakt,1
bitr.koksforest,1
seminarieforestandare,1
merallarb,1
skradderi arbetaren,1
e.g. handl.,1
skrifbitradet,1
e.kontorsvakt,1
befalhafvaren i Ångfartyget skandia,1
civ . ing,1
blbl.bitr,1
riksb.vaktm.,1
rfep aral,1
fd.staderskan,1
ar 470,1
mjolkare.,1
tandlakareeleven,1
uiglleor,1
hennãg,1
gruvarbetare nr 234,1
fosterbarnsinspektris,1
handelbritrade,1
mantalsskrifv.,1
"spinn,arb",1
garh,1
assbrabstj.man,1
gardsag. d:bo,1
stadsvet,1
portvakt 1.,1
jiliafarb,1
tulluppsyn m,1
tambur vaktm.,1
h: falhekall,1
overstaderska,1
montõr,1
f.gjut,1
f ringkarl,1
fd.lararinnan,1
f stnsskarlv,1
afforsigrrt,1
metraullb,1
forstm,1
chokladf.ab,1
"market,bitr",1
bankombud,1
f jarnlastare,1
tollén,1
fl. radialborrare,1
konbitr,1
tf stadsfiskal,1
ak.arb.fd,1
banhdirektoren,1
fabrikorsenkan,1
____it,1
aingarb,1
underoffr. korp. _e17,1
vandring...,1
diplomatanka,1
bitr.husforest,1
lgt.,1
masklnform,1
joruar,1
stadstradgardsmast.,1
ronojoy,1
ãober,1
hembitn,1
kapellmӓstare,1
e.o.Åmneslar,1
byggn.snivk,1
svarv.form,1
skofabrab,1
landtbr.insp.,1
f.i.postilj.,1
forste kontorsskrivaren,1
astigag,1
sӧmm. h.h.,1
tnrrit,1
letugatdo larl,1
f laderarb,1
forsaljningsing.,1
ojut.handl.fd,1
sterbhag,1
leon magnussons son johan oskar,1
telagrafexpeditor,1
ferhskarl.,1
em.emballagecnick,1
tekn. stud,1
malarearb.,1
kon torsbud,1
blecksl.arb.,1
"fabr.arb:a,h.h",1
f.spȧrvagsman,1
mobelfabr.arb.,1
gasv. arbet.,1
eommgnska,1
brandv,1
resturuntyrbetare,1
f.hush,1
med.stud.,1
f.stad,1
tullmast,1
hushfoest,1
karteru,1
bankvaktrattaren,1
f magas.form,1
aaskinarbetare,1
f bleckslag,1
frans,1
distr.ombudsm,1
murarmast.,1
smaksoll.,1
kontr.montӧr,1
skomak.arbet,1
lokoutmare,1
gjutaremastare,1
fabriksag,1
i:e byrasekreterare,1
hand.agt,1
skornst.fej,1
Öfv.mont.,1
hemmamag,1
mal .arb,1
smides.arb.,1
poststationsforest och landtbrefbararen,1
landtingsman,1
skol.lar,1
textilarba,1
maskinbarb.,1
baihksral,1
foralj,1
"sparv,rep",1
kolhandlanden,1
"konditoriidk., enkefru",1
jernkramhandlaren,1
"kanslibitr, fru",1
ryttmastarienkan,1
mejeribitrade,1
f gasveld,1
Änkefru alma,1
abargel hoarb,1
divers. arb,1
guldamedsarb,1
postexperditor,1
amiekarb,1
linbanform.,1
ghembitr,1
friherriman,1
bryggeridirektorsanka,1
kyarnarb.,1
Överstinnan,1
kond inneh,1
Överbarndmast,1
byrasekretarare,1
fyrbitr.,1
borstb f,1
exportdjr,1
magasjwsarb,1
lagmanskan,1
vol.nr 34,1
frokeen,1
kopparsl.form.,1
f kommularb,1
luãdg. arb,1
jgikggmnasteler,1
rockvaktm,1
kand.bitr.,1
musklhandl,1
banw_,1
lagerarb.ag.,1
Ӓmnesmejsl.,1
230909-396,1
priv.sekr:e,1
gumlf.arb,1
spiksm.,1
statarskrivare,1
plȧtsyn,1
sk_.,1
hgy,1
expbitr,1
ex.stationsk.,1
l; stepostiljon,1
fil doktorn,1
sylfitarb,1
avdelningsforestand,1
stabblagg,1
hofsl.,1
nakt jansteman,1
kragstickerska,1
kollegan,1
avdeeelningschef,1
fd.tjanstemanf.72,1
____re,1
2: dra kokerska,1
kontrollorskan,1
"apotek,bitr",1
mask.for;e,1
finmek.larl,1
kommissionsland.,1
byggmastar.,1
affȧrl brit,1
huntbitr,1
e.landskontorist,1
fabr.sӧmm,1
f fortv,1
sãrmm,1
telegr.komm:ie,1
handtagssnick,1
natlerskeelev,1
kontorspojk,1
radmannen och handland,1
e.o. skivbitrade,1
gjularb,1
fd.filaren,1
murarlarling,1
factorn,1
kabelfabriksarb,1
f.forvaltare,1
f.d. forvalt,1
leg. tendlakare,1
sagfonst,1
djuptrycksbitrade,1
musikstuderanden,1
klosklnneh,1
hog arbet.,1
f kem arb,1
f. mejeristen p. paulssons hustru,1
vaghyelfor,1
f snicck.form,1
jrv.konduktor,1
smedn,1
nils pet. wikstroms ea,1
fa_em,1
f.d.rattare,1
bryggerielev.,1
jarnv arb,1
gjut.lartl.,1
instrukt,1
ritkont.ch,1
h__,1
overing,1
ledn forman,1
f.malare,1
habdl,1
skolforest,1
filialchef,1
tvatt.fӧrest,1
forsaml.diak.,1
smidue,1
asyllakare,1
tobakshandiare,1
fabr.forman,1
borrform,1
sõmm,1
asynare,1
kexfabriksarbetare,1
hȧrfrisorska,1
kafé/bitr.,1
porslinsarbetaren 424,1
gynnastikdirektor,1
isoleringsmont.,1
hamasrare,1
div.arb fd,1
godsӓg,1
kontors__en,1
plüsar.,1
handbrnde,1
m____,1
rmerelotar,1
f.fodermarsk,1
f garv.arb,1
fdt. fanj.,1
maskinskrivare,1
e.telefonvakt,1
markor.,1
mataremont.,1
varmvals,1
f.d. sparv.kong.,1
f. mador,1
karamellarb.,1
handsb.,1
d. sigrid,1
landtmateriansv.,1
tapetseraregl.,1
f. poliskonstapel,1
Överstad,1
elektr fd,1
f.d hamnkassor,1
staderaka,1
e.o.bokhall:e,1
matserv.innh,1
dressbitr,1
butiksforestanderska,1
hoflakejen,1
bruksarbetare 1255,1
tjannarinnan,1
and. bengtssons ea,1
handelstradg.mast.,1
f. kom. landtm.,1
vavskedsarb,1
strumpsomm,1
odtp. organist,1
j. larssons enka,1
fjerdingem,1
verkskusk,1
kartongmakare,1
pater,1
maskintvatterskan,1
hem. egare,1
dinektor,1
tjanstemna,1
f.hantverksforest,1
chefsingenjor,1
f.hallb,1
"Änkefru, avl. 27/7-40",1
chaufforsanka,1
stuv.,1
jvgtjm,1
glatterska,1
f krim.kstpl,1
bruksarbetare 1500,1
f.kaféldkare,1
f.d. postforare,1
linjeargb.,1
eg. telefonvaktmastaren,1
fosaljn.ch,1
regarratãr,1
tiliskarerska,1
"arbet., f. husar",1
_tom_,1
rearg arb.,1
konserv arb.,1
ãnka,1
fd. strykerskan,1
landskamrerare,1
ajulenard,1
aff.foret,1
tendtekniker,1
hgjutgodsrens,1
svarvarlarl,1
motorsot,1
nattman,1
kont.vanktm,1
cafemamsell,1
kaféidl,1
modellform,1
arbet:aog,1
termomeeterab,1
janhandelsbitrade,1
ahlgreu,1
postiljonsaspiranten,1
kont.anka,1
resesek.,1
butikeforestand.,1
tru,1
prosteman,1
lag.lakare,1
legationssekreteraren,1
snick.arb;brandkarl,1
biogr .maskinist,1
f. hand.idkerska,1
lokbirtrade,1
distrib.,1
"stadsnotarien, v. hfdg.",1
underverkmast,1
sgkreterare,1
metallpress,1
akomk.,1
byggnverkmast,1
sprrimgtojhl,1
planm,1
f. bankkamreraren,1
j arb,1
h_delseg.,1
resement,1
hemmansagar.,1
jlushall.sven,1
sum:,1
vol.nr 38,1
rorab.,1
brunsborr.,1
kyrkokh.,1
cementarbet.,1
danarb,1
"birl, head, nes",1
f. n:_.,1
kettingskarerskan,1
f juveler,1
sadelmakar,1
for___,1
hemdita,1
sadelmak.larl,1
trafikch,1
alg.b,1
fd.snickaren,1
sneden,1
f fabr.form,1
plastarb,1
konb,1
kont skriv,1
heuol.britr,1
mob elsnick.sten,1
"jarnv,.arbetare",1
klockare holms enka,1
barnmast,1
atb,1
favot,1
telegrf.,1
tidskrivareanka,1
e.frokontrollsbitrade,1
godsrens,1
f.spar7agsarbetare,1
ritlararen,1
ladugardsarrend.,1
viktualihandlare,1
tel.for,1
f kronoverkmast,1
nattleriforestand.,1
tidkriv,1
f. metallarbetare,1
standsbud,1
arbetsm,1
brxilosarb,1
fd. affarsbitr,1
anna blosnor,1
"fosterson, stud",1
1:e marinlakaren,1
goralvsvag.,1
teresia hombitr.,1
gipsrӧr.,1
kykoherde,1
kyrkoh omer,1
glasmast. larl,1
godningsarb,1
attachos,1
byggn:snick.,1
masinform.,1
antikhandl,1
pantlanaren,1
f.d.hushȧlb,1
rib,1
drob,1
kontorisbitrӓde,1
honsskot.,1
stilgjut,1
guldmsed,1
gjtare,1
handlandena,1
korgmak.ges.,1
"kopman,",1
ladug.fom,1
skollarar;klockare,1
kreaturshandl,1
fralsn.officer,1
ackordsmat,1
strykersk.,1
skardd.arb,1
ehaubbai,1
f.d.radman,1
arb.formm,1
v. skollar.,1
glasmast.bitr,1
gasv.eldare,1
arbet. j.a. plantins son,1
spannmalsarb.,1
textilf arb,1
flskare,1
plăbslag.arb,1
j.dohs,1
offsettryrck,1
barntradgȧrdslararinna,1
granõrlãrl,1
serverbitrade?,1
chrauffor,1
jarnvagstj.man,1
ambulansforest.,1
mekanfkar,1
kontr:forest,1
__rfv.,1
jonfarb,1
gjut. handtl.,1
gravmask,1
sjomannen arbk.,1
arb.slakt.,1
junga,1
butikofӧrentandarinna,1
sparvagnsreperatoren,1
skomakerlarbetare,1
sjuhr. bitr,1
skrbybitrade,1
skrotupph.,1
f hand. idk,1
amnesl8r.,1
ror arb.,1
linjerep,1
konstanstia,1
forrȧdam,1
lãytucut,1
spanmalashandl.,1
madrassommerskan,1
kyrkovaktm.,1
andan roduin,1
tidningsredaktoren och boktryckaren,1
sagbladsrab,1
re__vakt,1
rahn.arb f,1
privatlarare,1
f Överskot,1
mjolkkor.,1
f. lojtn.,1
mpntor,1
formerska,1
poststationforestandare,1
tomtag.,1
f.d.packmast.,1
arren,1
parkttlagg,1
evarnarb.,1
aff-bitr.,1
kulkontrollor,1
lok.mast.,1
chark.larling,1
hans h:ru sjukskoterska,1
f.d. aff.inneh,1
stensprangaren,1
leg.lakaren,1
per vict. jakobssons enka,1
mamberarb,1
intern,1
risktelef:st,1
inter.tel.,1
f grlfteg.arb,1
eletr,1
f.husagare,1
skomaarb,1
e.met.arb.,1
verkst.lal,1
ladugs f.,1
omm.arb.,1
forsakrlngstjm,1
vargarb,1
telegr.bar.,1
telegr.arb.,1
glasmast.larl.,1
emalj.arb.,1
alva amalia,1
lolskollãr,1
safv. arbet.,1
medic. doktor,1
trafikform.,1
stalblasaren,1
juris. utr. kandidaten,1
aniӓggn.arb,1
siojdlar,1
apot.tekn.bitr,1
svinskot,1
urmak.ges.,1
gan_seg m,1
tdtgr.,1
byraing.,1
f. kyrkoh.,1
lastbtischauff,1
handarb:a,1
arr. a.g. svenssons enka,1
socialreg.for,1
inh,1
forrădsm,1
dipoment,1
distriktsassistenten,1
d.82 gerda margareta 44 7/5,1
f.d. skraddare,1
nekaaiker,1
ekonomiforest,1
banv. enka,1
k_a____,1
hush. bitr,1
f. manglaren,1
tvattforestand.,1
modellsnick.arb,1
f. oanatikdirektar,1
hush :a,1
hotellw.,1
kartongoverdragerska,1
brevbitr,1
tryckeribotrade,1
bodbetj.,1
f maskininsp,1
f. faktor.,1
mejeri,1
fd.tralikliter,1
kinderg. lar,1
maskinrit,1
st_toranka,1
g_uny,1
dorotea,1
arbetare 241,1
wedarbetaren,1
teleger.arb,1
kondit.elev,1
magasinsf.,1
fyrvaktare,1
garv.ges.,1
lãehing,1
diveraearbetare,1
arb.form f,1
p,1
f. trattforestandarinna,1
g. heuu. ag,1
varvare,1
boktr. _arf,1
hamnkassoren;ridd.,1
f.landskamrer,1
med.studerande,1
g jut,1
"son, handlande",1
f.stensatt.,1
telefonlst,1
commend. capt.,1
la ag,1
lilreb,1
e.o. stk.karl,1
bokphand.medhj,1
tit,1
f.d. riksdagsmannen,1
bankkamr.fd,1
lrokbimd,1
handels,1
hus...,1
tornvaktaren,1
lanatarb,1
sammerska,1
materialarbeteare,1
verkmᾂst,1
radioforsaij.,1
l_st_ifv.,1
f. flott.insp.,1
kalkbr.arb.,1
hem. Äg,1
isoler,1
klo_karen,1
tobaksfabrikor,1
skradd.larl,1
grafitarb,1
sparvv.forr,1
f. motorforare,1
lsikkarb.,1
grovarbetraren,1
Änke/fru,1
flygingenior,1
lapplagg,1
f.d. konstapel,1
rullag.arb,1
vanssmorj.,1
f.d. skolforestandaren,1
"hendleh, beters",1
und. jons nilssons enka,1
cederlov,1
detektivoverkonst.,1
bilmontar,1
f.ordonnanskonstapel,1
vilma blommi somm,1
sandelmak,1
skraddare johan karlssons ea,1
sjukskor,1
fd. banmastaren,1
kontorstj mannen,1
f. skrivbitradet,1
styr.,1
qvarnstens-handlanden,1
faltarbetaren,1
planer,1
bil.mag,1
skeppsbyggmastaren,1
sagarbet,1
muskikhandl,1
ãmhelm,1
f div.arrb,1
bagarmast,1
restaurangkassӧrska,1
p. folkskollãr,1
"stamplerska,h.h.",1
f.d.komm.arb,1
f téa,1
plȧtslagarmastare,1
rsklanekonsulent,1
f.forsakr.inspekt.,1
avd.mont,1
gruvarbetare nr 614,1
ft __,1
blockmak.,1
f l:e : kupeemast,1
f kartongsarb,1
litografarb f,1
skivbitradet,1
korp.,1
handl. o smed.,1
hytt.arb,1
"konsul, fabrikor",1
ag.jarnarb,1
f. maj. grefvinnan,1
f.d. vagnsputsare,1
plattatt,1
red.sekr.ag,1
upprullingsarb,1
f spinn.form,1
f. kronofogden,1
reassuranschef,1
cherffor,1
jarnbagstjansteman,1
f sem.tradg.mast,1
f. eg.,1
filaro,1
malare gesallen,1
larov adj,1
tunnelsprang.,1
kvntbitr,1
gjuteriform.,1
"gideon, snick.",1
200128,1
tandtekn.eiev,1
bd_.,1
jãrnd. arb,1
l___s vdt,1
hjalplindare,1
hemsysterelev,1
tvӓttbltr,1
grunarb,1
el.form,1
snarvagnskonduktor,1
limslag,1
yngne jontarb,1
kartongskӓr,1
anahr,1
hemnarb,1
somm:e,1
hembils,1
lajrãet,1
modellsn,1
auktionsforratt.,1
"traversskot,.",1
stadssjukskot.,1
vorhnilu,1
skradd. arb,1
arbetare 236,1
skӓnkfӧr,1
anders jonsfons far,1
konfektionsforest,1
f.d.gasv.arb.,1
affarsinnchavarina,1
f. ag,1
klamp,1
ldhjug,1
torpseg,1
sped. ch,1
verktgsslip,1
exp.vaktmӓst,1
cyykelrep,1
boktryack,1
cyk.rep.,1
skof.natl,1
f.ingell hendl.anka,1
mob.anick,1
hyresg,1
kallskanksbotrade,1
f jvgsman,1
perukmakeriarbt.,1
f bankomb.m,1
termometrarb,1
en:a,1
distr.lakare,1
lãe h,1
barchef,1
kopp.slag,1
matallarb,1
byggnadsnick,1
eges af fd handlanden,1
sigfr,1
"lojtnant , karakt_rs fullmakt",1
tullbitr,1
atsyn,1
s jukskot:a,1
e. stationskarl ,1
form.arb,1
f spary.kondukt,1
personalstad,1
d.ingrid,1
_red_ka_l,1
handels_,1
f ak,1
dir.ag.,1
leonola,1
baste man,1
mjolr,1
stenverkarb.,1
mus korpral,1
Äg. direktor,1
musikvolont.,1
valkforman,1
kopparslagaren p anderssons enka,1
bank tjansteman,1
springpoje,1
servicearbetare,1
arkivvaktm,1
servlcem,1
halsovardspolis,1
atationsk,1
"mej,",1
rep.elev,1
fd.godsagare,1
motormont.,1
distinktionskorpral,1
f tagmsast,1
radioverkst.larl,1
rontgentekn,1
"el,tekn",1
fabr.somm.,1
f.bitr,1
befalm.,1
kakel. mak.,1
tyattbitr.,1
stvu.arb,1
f.w.,1
spegelfol,1
platslag. arb.,1
eg. karl olssons son and. gustaf karlsson,1
strumpsommerskan,1
kryddpack,1
fd. kassoren,1
sockerkok.,1
slakteribitr,1
f. malare,1
skogplantoren,1
f skolstad,1
mluus fjan,1
lokputs f,1
f. gaaverksarbetare,1
Ångbatsstaderska,1
heuu.dtr,1
pantlan.,1
sksoterska,1
gruvarbetare nr 223,1
metlaarb,1
sjukskot f d,1
komministers ankan,1
k_l. sekret.,1
sl____,1
grosshadl,1
hanna eva elisabet,1
varmare son,1
expeditionsformannen,1
laduforman,1
musikor,1
lãvarmma,1
stadsvaktskarl,1
affrwerjhbsd,1
gasskarare,1
h usforest,1
fdt. nils jonssons ea,1
f.d.stad.,1
f. stations. inspk.,1
t.f.st:skarl,1
isclatӧr,1
"__t_, handl.",1
kont ss,1
h. baron,1
larftskramhandlaren,1
i:ste postiljon,1
eg. flot.,1
fargarb.,1
h. excellencemin. friherre,1
inspektrice,1
bad_,1
timmermanen,1
kopparslag.larl,1
jarnav.arb,1
stadsbyggm,1
brevbarbitr.,1
skriv.,1
avsynerksn,1
hofkamrerare,1
e. kontorsvakt,1
nontoringsbitrade,1
sjukv . bitr,1
lumhlj.man,1
f.komm.arb,1
_.harads.,1
muntra,1
kolemottag.,1
dressor,1
bryg.arb,1
smask. lӓr fd,1
postsnsforest,1
stenarb.form,1
mek.elev,1
restaur. forest,1
trafikmastare,1
her.arb.,1
konrad,1
gruvarb. 345,1
fargland,1
haradsskrofvaren,1
h.f.karlsson,1
byggnadssnickaro,1
jarnsag.,1
musikvol.nr 61,1
blekeriarbetare,1
f. revisor,1
forsakringsbokhall.,1
lagerg petrus,1
f. radt.,1
konservfabr.arb,1
trafikflygare,1
kapptilskar,1
hem.ag. Änkan,1
lithogr.arb,1
skȧdespelare,1
handl. s.p. andersons enka,1
telaf.ist,1
spàarv.m,1
undl-anka,1
simm,1
korkarb:a,1
hemnȧtl,1
geerleloomed,1
hennrb,1
aspertim,1
jaguãt,1
som.aw.,1
undtag.,1
tillsyn.man,1
pianoarbet.,1
fartygs ritare,1
tulltj.,1
f. skolkokslararinna,1
arbetareson,1
f.fattighusforest.,1
inepiὅr,1
dag- och nattvakt,1
nattportier,1
gjutarelarl,1
hag. bgãrn,1
telerf:st,1
flekhnarb,1
f hemmarseg,1
grovarbetare nr 1076,1
forradskamrer,1
heldoert,1
auha,1
platalagare,1
carl johannes,1
apotekarelev,1
fd tagmastaren,1
teknisk arbetare,1
kronsl____an,1
vaisv.arb,1
krukomak.,1
f smedard,1
hem.ag.arrendator,1
spraklar:a,1
skiljningsskrif.,1
h:u restaurantarb,1
fors.ombud,1
kõjruman,1
platgsla.arb,1
hem.as,1
renhalln. arbetaren,1
f. d. husforestand,1
f.d.l:a vaktfru,1
el.mont f,1
wedhandlaren,1
chefmodellor,1
telef.forestanderska,1
stadsfisk.,1
fdtg.,1
egendomsagare,1
ánk,1
hontgenbitr,1
platslag. idk.,1
telef.vaktforest,1
kondjkut,1
l:e wontor,1
maskrӓkn,1
lojtn;friherre,1
maskinskoterska,1
kr.ln.,1
tappstationsbitr,1
trãdg m,1
strgatau 21,1
fd. smaskollar.,1
arend lans,1
sockerfabriksarb.,1
affaeiar,1
gruvarbetare nr 1052,1
matningstekniker,1
vafverska,1
besiktininsing,1
verkstadarb.,1
svarfveriarbetaren,1
redaktionssekr.,1
wagnsformannen,1
kaféidexerskn,1
alprditan,1
mert.arb,1
jarnsagare,1
f.utkorare,1
aff.eisa,1
overpost,1
cig hanfl.,1
nils anton andersfons enka,1
kafėldk fd,1
wagnm,1
verkst.idk,1
bag idk,1
affӧnebitrade,1
comminister wadstroms stufdotter,1
arborab.,1
f. gastg.,1
skom.idk.,1
v. lansman,1
grosshandl.anka,1
husmodersbitr,1
rotellvaktm,1
mask.arb.,1
hotellidkerska,1
lok. for. son,1
langlots,1
"hallforestand,",1
mdb elfaner,1
waktknekt,1
privatskot,1
sjukskot .,1
hallvakt,1
bagare adolfs lundblads hustru,1
skof. arb,1
kontr. pr.,1
"avd,ch.asp",1
haemmlesson,1
yardenka,1
bag.bitr.,1
svetsare.h.h.,1
tnãdg.mãnt,1
posbitr,1
skolk. lararinna,1
befalh,1
linnesomm,1
hadndl.,1
batongarb,1
restaurationsbitr.,1
mat.forv.,1
frisorelav,1
kassakontroll.,1
bankass,1
suinkaare,1
ku__nasj__ngfer,1
angbatsfor,1
erkers,1
folksliar,1
matbitrade,1
stuckatorlarling,1
pressfotogaf,1
gruvarbetare nr 232,1
handelsagenten;kassoren,1
fonestandarinna,1
fd. kapil,1
bokhandelsbitradet,1
daglonaren n 500,1
fiskalsass,1
filrikt,1
bergingenioren,1
p. m_____ enka,1
hjalparbetaren,1
dikn.form,1
bankrevlsor fd,1
skolfrst,1
_karl,1
evangelisat,1
biljardmarkoren,1
fjaderarb,1
trafichauff,1
bohbind,1
provatlar.,1
slojdlâr,1
konfektyr arbeterska,1
kem.bitr,1
stalstampelfabr,1
f.d. grundlaggare,1
bagrak,1
shaldan,1
manuf.smed,1
e.o.rep.,1
40304,1
forsaljn.insp:or,1
"vitalis, statdr.",1
glasverksarb,1
f trikastick,1
talefruiet,1
lokbind arb,1
bensinst:forest.,1
sotarmastare,1
f.d. kanslisekreteraren,1
mal.mӓst f,1
folksk.,1
galvaniseraren,1
gbr. arb,1
sem.la,1
kommunskrivaren,1
fraserska,1
symaskingt,1
elektromaskinist,1
spimmãst,1
h-ag,1
ingenjorshustru,1
vӓgbokhall,1
tidskriv elev,1
tryckeribitr,1
omynd,1
f.d.bankvaktmast,1
f.d. stins,1
slὅjdiᾂr,1
frlsor f,1
kommisfionslandtm,1
kr. bagaregesallen n 24,1
hofrattsnot.,1
montorist,1
synereska,1
klen…,1
flytekn,1
mobelsnickeriarbetare,1
frokontr.ass.h.h.,1
kont:elev,1
Ångb…,1
glassmalt,1
f.d.chark.arb.,1
f.lokmast,1
bytiksforest,1
volontar nr 37,1
"filosofie licentiat, redaktor",1
kraftv.dir,1
f.d.kont.chef,1
"ham, idk",1
f. rattare,1
arrenddat.,1
bankvakten,1
lekt fil.dr,1
e.o.lokaltelefonist,1
styrmannen 2 gr.,1
f. syssloman,1
f l:e byraass,1
f.lojtn.,1
siomm,1
huvudred,1
vik.handarb.lar,1
motormannen,1
andra stadskomministern,1
tunnbindaremastaren,1
s-varvaren,1
tidstudieman,1
hemm__g.,1
hatt. arb.,1
komm.kamr,1
f.d.lab.bitr.,1
etikettskar.,1
el.inst all:r,1
tryckerska,1
busekonduktor,1
fosfatf.form.,1
hand.b,1
traverforare,1
jarnhandlaren,1
ladugards_.,1
hembrih,1
