occstrng,n
pipsmed arbetare,1
fältmusikant ex.,1
lärling vid mek. verkstad,1
bruksfarman,1
hantverksmastare fa da,1
jordtorpare fad smaskollarare,1
rydktare,1
mur&byggmästare,1
verkstadsarbetare verkmästare,1
tradslipare,1
skradda gesell,1
slaktare bryggare f.d.,1
kammafarvandt,1
svardfeja larling,1
arbetare nao 594,1
grovarbetare skogsarbetare,1
travarufaktoradagsvatorpa,1
sekreterare 2:dra vid utrikesgepartementet,1
torpare soldat 133 avskedad,1
eldare vid elektr. verk.,1
orgelnist oa klocka,1
borstbinderiförsäljare skomakare f.d.,1
sillhandlare kusk f.d.,1
lagenhetsinnehafvare a arbetare,1
torpare farman,1
gratialisten traarbetare,1
arbetare vid hattfabra,1
snickarbeta,1
maskinuppfarare,1
vågmästare vid sockerfabrik hemmansägare f.d.,1
landtbrukarea arrendator enla kalender,1
posta farestaa klockare,1
kaffeförsäljningsidkare,1
soldat no 57,1
arbetare nao 224,1
maskinist vid torfstrafabriken,1
fotogenköksverkstadsarbetare,1
strypsynare,1
bildsnidare,1
papperssorterareförman,1
litograf husägare,1
skollaraa organist,1
murare handelsidkare,1
ladugardsassa,1
maskinarbetare vid elektricitetsanläggning,1
ha ega och batskeppa,1
manufaktursmed Änkling,1
snickare lägenhetsinnerhavare,1
vardshusfarestandare polis fada,1
torpa handa,1
maskinist v. albert bonnier,1
skohandlare ankling,1
garf gesall,1
läkare amerikansk,1
dista korporal skomakare,1
ha eg och sjam,1
järnsvarvare metallsvarvare,1
polisuppsama,1
kyrkvakt grosshandlare,1
valsva 1369,1
hovslagarekopral,1
maskinist pa kema tekna fabrik,1
arrendea hemega,1
vicekonsul i exspekt.,1
sejlare o fabrikar,1
kapten vid uplands regemente,1
valsverksarbetare 1848,1
slussvaktare hemmansagare,1
kajtimmerman,1
daglönare brännmästare,1
jaktbatskeppare jordegare,1
Ångmaskinarbetare,1
agent konsul vice,1
lagardsdrang,1
sadelmakare artillerist f.d.,1
fila kanda larare vid lantbruksinsta,1
torpa gratiaa,1
arbetarea fada mjalnare,1
skeppsklarerare ingenjör,1
vinskanka,1
ringkarl dadgravare timmerarbetare,1
fada svagdricksutkarare,1
platsla nao 346,1
backstuguhjon handlande skomakare fada,1
eger hus och jord,1
jatopr a mjalna,1
stödjebonde,1
jarnsvarvare vid diesels motor,1
landbondea fada faltjagare,1
handlare o hemmansegare,1
smatarmastara,1
kakelarbetare straffarbetsfånge Änkling,1
skraddare fiskare,1
hemmansegare slagtare boskapsexportar,1
navigationskolefarestandare,1
direktör för svea,1
postskrivare eaoa,1
fabriksarbetare smed ankling,1
restauratar soldat fa da,1
gratialist odeltorpare,1
fil. kand. folkskolelärare samskoleföreståndare,1
presttorpa torpare,1
kolare fa snicka,1
hemmansbra egare af 1a16,1
tomtega skorstensfejare,1
fardelsman jordbrukare,1
stavhuggare husägare,1
hyrverkskamrer,1
formarefarman,1
malare lagaegare,1
föreståndare kunglig hovpredikant e.o.,1
Åbo kardmakare,1
verkmästare v. tricotf.,1
bokhandlare sergant f.d.,1
valsverksarbetare n:o 1427,1
fåraherde statdräng,1
disponent vid ljusfallshammars gjuteri och vagnsfabrik,1
arbetare torpbrukare,1
dagverksarbetare kolarbetare f.d.,1
kronofjardingsman soldat fa,1
kolbolags disponent f.,1
sjakapten och arrendator,1
järnvägsstationsexpeditionsföreståndare,1
jordarrende,1
husega o handlande,1
disponent fargeri,1
stenha a jordega,1
jorda och fabriksegare,1
Ägare vaktmästare,1
generalsekreterare,1
klockare a orgelnist,1
hemmenasegare,1
torpare slottsmurare,1
faltjagare och farjeman,1
magasaidka,1
mejeriarbetare f.,1
jordegare namndeman,1
kvarnarbetarförman,1
glasblasarea laga ega,1
kommissa landtmata ha ega,1
underofficer maskinist,1
gårdfarihandlare kolvakt f.,1
Övertillsyningsman,1
Ångbåtssteward,1
grossha riksdagsma,1
vice corpl. n:o 12,1
hafa mejerist,1
musseiintenda,1
vitgarveriets farvaltare,1
dagtorpare fältjägare kronojägare,1
snickare volontar fada,1
sta skrifvare,1
pianist studerande,1
snickerifabriksverkmastare ingenjar,1
kakelförman f.,1
stadstimmerson,1
ea poliskonsta fada volontar,1
mösslagerbiträde,1
underjägare egendomsägare,1
1a16 heg,1
platsla nao 619,1
hemmansagare skogvaktare fa,1
bogserbåtskapten,1
fabriksingenjar,1
valsverksarbetare 1604,1
stalldrang dragon fa,1
timmerkarl lagenhetsegare,1
kronobåtsman n:o 102,1
landeriägare f.d.,1
symaskinsagent handlande fa,1
handlande avirkes atimmer,1
arbetare vid bruk,1
arrendatortjänare,1
meka verkstaverkmastare,1
student uppsala universitet,1
kakelugnsgesall,1
kakelugnslarla,1
kontorsvaktmästare extra,1
skollarare dagsverkstorpare,1
färgeritekniker,1
trädgårdshandel,1
hustimmare,1
skraddare o handla,1
arrenda o hemmaaga,1
hemaega a kommunalordfarande,1
m??,1
prakta missionar,1
arrendator namdeman kyrkward,1
Änkling sakförare Åbo f.,1
tattare marktschreider kvacksalvare,1
tullkammarskrivare ex.,1
farvaltare vid fabra,1
skomaka fiskare,1
skräddare gardist f.,1
tradgardsarbetare husagare,1
gasverkmasta,1
kontorschefhos handelsbolag,1
soldat 149,1
kakelarbet,1
stationfarestana,1
pappskarare,1
kontorschef i trävaruaffär,1
fil. doktor stadsgeolog f.d.,1
radman va konsul handlande,1
hemas egarea,1
gardegare bleckslagare,1
vise korpral f.d.,1
smides arb,1
hyresgäster maskinist,1
fada rakenskapsfarare,1
husegare soldat vid na ska infantarega,1
ingeniar och folkhagskolefarestandare,1
bradgardsarba fa bryggeriarba,1
husagare gruvarbetare 315,1
arba f solda,1
stadsvaktmasta gardsegare,1
tvattfarestandare timmerarbetare,1
träarbetare lägenhetsägare hemmansägare f.,1
målaregesäll portvakt,1
stationsinspa jagma,1
exa landskanslist,1
sergeant afska,1
arbetsinspektor v. gatu- & vägförvaltningen,1
dräng vid kungsgården,1
stearinfabriksarbetare tullvaktmästare e. o.,1
kapten godsegare enlaadelskalendern,1
skollarare oa bokhandlare,1
snideriarbetare snickeriarbetare,1
kontorsbiträde vid hjulfabrik,1
grenadier nao 12,1
skomakare fa husar korprala pensionar,1
korpral underofficer fa da,1
fabrikör husägare,1
folkskollarare oa orgelnist,1
hästjägare bonde,1
järnverksfilare,1
provisionsmäklare,1
målarmästare under gimo bruk,1
blomsterdekoratör,1
portvakt arbetskarl,1
stationskarls farman,1
snushandlande,1
dräng Åboson,1
maskinist å cirkus,1
Överstelöjtnant postutkörare,1
soldat 3,1
ahemaagaasaga a qvarnarrenda,1
tunnbinderifabrikör,1
bonde mästerlots,1
verkmästare vid maskinpackningsfabrik,1
fabra kusk,1
grovarbetare fiskhandlare,1
skorstensfejare gardsaga,1
porslafabraarb,1
conditoriarbetare,1
bildhuggarelärling f.d.,1
mineralarbetare,1
utarbetare plåtslagare f.,1
husegare och statdrang,1
folkskolla klocka organist,1
pantlanare husegare,1
ega garfverifabrikar,1
torpareajorda skomakare,1
kamrerare k. v. o.,1
ketlare?? vid ketting??,1
daglönare kronobåtsman f.d.,1
lagaagare,1
platsla nao 570,1
lantmatare bokhallare,1
veterinar larare va ultuna,1
kronofileribetare,1
lykttändare vaktmästare,1
wagare,1
kalare,1
jordbrarbetarea fa da artillerist,1
qvastbindare fattighjon,1
fhja snickare,1
godsfarvaltare oa landtbruksdiriktar,1
torpaa fada solda,1
mjölkutdragaremästare,1
hemmansagare af 3a16 mt i garden,1
verkmästare vid reseffektsfabrik f. d.,1
bonde postskrivare,1
plåtslagare n:o 521,1
platsla nao 231,1
skrivare Åbo f.d.,1
jordbruksarbetare kronobåtsman f.d.,1
gjutare n:o 941,1
egare fangvakta fada soldat,1
grufarba nao 353,1
valsverksarbetare 1831,1
torpare kappmakeriarbetare soldat fa da,1
sågverksmaskinist distinktionskorpral f.,1
malarea backsta,1
dafstum,1
jordarba fa jordtorpa,1
skeppsmäklare f.,1
volontär vid inf.,1
arbetare fattig korpral fa,1
yxslipa,1
varubiträde kammarskrivare,1
skolvaktmästare kyrkotjänare,1
salteriidkare afa daa,1
kyrkovaktare korpral fada,1
tallottsagare mjalnare,1
eldare vid angsag soldat fada,1
kalkbruksförvalttare,1
skollarare aa orga,1
spårvagnskonduktör f.d,1
kronofjärdingsman jordbruksarbetare,1
sångare bokhållare f.d.,1
arrendator sergeant asa ska infa raa,1
godsegare fabruksfarvaltare,1
länsnotarie bankombudsman auditör v.,1
konstapel musikvolontär f.d.,1
kalkfaktor vid superfosfatfabrik,1
falsarbetare,1
kopparslagarea inhyses,1
stadsbokhallare radman,1
backatugusittare,1
postbetjänt e.v.,1
kalkmästare ex.,1
revisora postexpeditar,1
trumslagarea skofabra arba,1
bankdirektör hemmansägare,1
expressbudet,1
bromsare exta,1
lifgrenadier fa,1
kommissionshandlande vågmästare,1
jordtorpare fada grenadjer,1
kopparslagarehjälp,1
skomakare straffånge på 2 år,1
asannola sjaman elafiskareaa,1
bergssprängare,1
fila licenta pappershandlare a,1
qvarn och sagegare,1
gratialist farpantningsagare,1
järnvägssmed husägare,1
hästkörare f.d.,1
lagerarbetare soldat f.d.,1
mallare hemmansagare,1
månadskarl å loge,1
pråmskeppare hemmansägare,1
besättningskarl å fartyg,1
kolhuggare nao 1,1
elektrisk montör,1
förrådsförvaltare Änkling,1
hyresgaster arbka,1
bckst,1
filare järnsvarvare,1
gardsagare och handlande,1
föreståndare för svenska ??,1
arba vid nassja tapetfabrik,1
backstahja snickare,1
arbaa fjerdingsma,1
husman gevarshandtverkare och soldat,1
kapten vid kungla 1asta lifgrda,1
ekonomichef för serranders tryckeri löjtnant,1
platsla nao 413,1
gjutare 953,1
skomaamasta,1
vågarbetare patient,1
kammaka,1
disponent v. konsul,1
traskverksbyggmastare,1
gaseldare vid glasbruket,1
matros 1aa,1
livstidsfånge skogvaktare f.d.,1
brandchef korpral f.d.,1
jordbruksarbetarea husman fada,1
disponent i trävarubolag,1
angbatskapt,1
bonde skogsarbetare,1
redskaphandlare,1
soldat malarearbeta,1
skollarare a orgelsa,1
arrenda soldattorp,1
inhyses arbetare hemmansägare f.d.,1
telegrafkamrer,1
krossarbetare,1
utskänkningsföreståndare maskinist f.d.,1
rättare dragon,1
slottsman f.d.,1
haradstjernare och fjerdingsman,1
byggingenjör,1
båtsman n:o 17,1
verkmästare i plåtslageriverkstad,1
hyvlare f.d.,1
kalkbruksarbetare fada,1
lackarbetare f.d.,1
torpasnicka,1
fil. o. sem. kand.,1
repsla arba,1
hamntyrman,1
kommakapta,1
prostgårdsarrendator,1
arbetare vid järnvägsverkstäderna,1
magasinkarl vid bindgarnfabrik,1
föreståndare för handelsinstitut,1
järnvägstationsförman,1
elektrisk svetsningsmontör,1
ladugardskarl jordegare,1
hemmansbruka fada batsman,1
inhyas repslagare,1
bokhållare vid träkolning,1
radslakare,1
stationsbyråassistent,1
arba vid surahammars jernbra,1
stationsskriftare,1
jordbruksarbetareapostfarare,1
bondea fa kontorsskrifvare,1
hemmansegare fada sagverksegare,1
slajdaren,1
kammarskrivare 1:e,1
grovarbetare arbetare f.d.,1
ega snicka,1
snickare fabraarba,1
hema eg och skraddare,1
lajtnanta egendomsagare,1
lantränterivaktmästare f.,1
förrådskarl f.,1
lantbrukselev examinerad,1
kaptena tygmastare,1
kontrollari tullverket,1
stocksagare,1
farsta stadslaka,1
trämassearbetare småskolelärare f.,1
hemega smeda,1
metallsvarsfva,1
rektor folkskolelärare f.d.,1
yxslipare,1
tandteknika,1
drang afskedad soldat,1
husbonde o kakelugnsmakare,1
riksgaldsfullmaktig,1
trafikchef sjakapten,1
lackerareförman,1
hemmansägare jordägare klockare,1
gas egare,1
timmermana afska batsman,1
ahemmanserare,1
lägenhetsägare mejslare,1
ea oa kammarskra i tullva,1
jästhandlare,1
godsagare major fa,1
kolupprattare,1
fiskprangla,1
la ka,1
vakomissionslandtma,1
arbetare pantlånare f.,1
gruvsmed bergsman,1
undantagsägare verkstadsförman,1
magasindra,1
kalkmätare husägare,1
bränntorvströfabriksarbetare,1
maskinarba vid gjuteriet,1
lansevakta,1
förrådsförvaltare boktryckare f.,1
handelsagent resande,1
fotograf gardsega,1
plåtslagare n:o 526,1
hemmansega oa dragon,1
snarmakerifabrikar,1
maskinist sappar fad,1
malare 335,1
bogtradsmakare,1
solda nao 10,1
soldat vid mora komp.,1
kopral hemmansägare,1
smed nao 181,1
arbetare vid haa,1
kapellpredikant o skollararea,1
regementsspastor,1
telegrafbudbärare,1
consista amanuens,1
husegare och styrman,1
fiskare backstugusittare,1
grufarba nao 347,1
arbeta vid mekanisk verka,1
byråföreståndare löjtnant f.d.,1
bokförläggare direktör verkst.,1
järnvägsarbetare Ägare,1
smed stenarbetare,1
fältjägare n:o 56 v. 2:dra komp.,1
sjaman inhyseshjon,1
Änkling polisman,1
straffange restarutar fa da,1
gödningsbolagsdisponent,1
verkställande direktör i försäkringsbolag,1
medaljar torpare,1
bonde gastgivare,1
vaxbildtillverkare,1
kamrer ombudsman på brandstodsbolag o lif??,1
afverkonstap,1
brygmastare,1
järnvägskontrollör f.,1
auditör v. arrendator,1
arbetare pa sockerbruk,1
intaega gratialist,1
civiling arbetschef,1
sågarbetare kolare,1
kaféidkare läggare,1
meta predika,1
hemmansägare handlande bageriidkare,1
arrenda sergeant,1
kassör vid textilfabrik,1
stationsskrivare vid st. järnv.,1
inhyses klensmeder,1
student konta,1
mjölnaredräng kopral,1
jordagare handlare,1
idkar handel husman,1
sergeant vid kaa ska infa rgtet,1
snickare sågarbetare,1
teknisk högskolestuderande,1
sjöman 2:dre f.d.,1
torpägare kanalarbetare,1
maskinarbetare 1034,1
farestandare far brukshandeln,1
vaktmästare i nat. mus.,1
Ägare verkstadsarbetare verkstadsförman,1
skogsarbetare dragon f.d,1
jordbrukare fada inspektor,1
gårdsägare järnarbetare,1
målare tapetserare,1
typograf och handlande,1
torpare inspektor,1
landthandla hemmansaga,1
plåtslagare Ägare 3,1
agare 28a4096,1
predikant mjalnare fada,1
skrifmaskinsreparatör,1
sågverksarbetare förpantare,1
utkörarebiträde f.d.,1
belysningseldare,1
handlandea grenadier,1
litograftryckeriägare,1
riksdagsmana hemmansaga,1
vällare kyrkvakt,1
arbetare nao 99,1
hamnarbetare hemmansägare f.,1
backstuguhja jordbruksarba,1
soldat n:r 36,1
maskinarbetare 740,1
agaa bra 1a2 mta,1
vagnskarl e.o,1
jernvags smed,1
smedmästare Ägare 5,1
elektricitetsmontör metallarbetare,1
platverksfarman,1
handlande inneboende,1
ajordbruksarabetare,1
lantbrukare hyresgäst f.d.,1
jernva farestanda,1
ha ega solda,1
väveirfabriksarbetare,1
dagakarl ava,1
poliskontapel,1
abo tradgardsma,1
backstaa skomaka,1
disponent a grosshandlare,1
mekanisk fabrikar,1
agent konsul va,1
prestson,1
springgosse på bageri,1
backstuguhjon o smed,1
fabraarba va korndal,1
i tvålfabrik,1
järnverksvagnskarl,1
dagkarl a soldat,1
sockerdricksfabrikar,1
bradgardsarba sarare,1
sjama fada hemmansega,1
arbetar i hvad a,1
va haradskfa,1
advokat hovrättsnotarie e.,1
arbetare vagnmakarelärling,1
lumpsamlare inhyseshjon,1
stationskarl eoa,1
arrendator å prestgård,1
Ägare fältmusikant,1
snickare n:o 32,1
kanslivaktmästare undantagsman f.d.,1
avarfstimamerman,1
dragon smedsgesall,1
studerande hemmansägare,1
manufahandla,1
socken skradddare,1
plåtslagare n:o 630,1
skovelsnickare,1
metallarbetare soldat f.d.,1
manufakturhandlare skräddare,1
torpa oa malare,1
kommu. lantm.,1
husägare skomakare soldat f.d.,1
wanfartraarbetare,1
amanuens i domanstyrelsen,1
lärare vid högskola,1
jordbruksarbetare ankling soldat fa,1
korpral statardrang,1
dressarebiträde,1
hus och jordega,1
revisor siffer,1
ingentiar student,1
statsgeolog fada,1
kvarnuppsättare,1
sappör Överkomplett,1
kakelfabriksgesäll,1
soldat n:o 297,1
bokbindare a trumslagare,1
hemeg fda grenada,1
pappersbruksarbetare smed f.d.,1
fotografadagsverkstorpa,1
inhysesarbetare hyresgäst,1
dragonkorpral husägare,1
batsman drang,1
klockare vikara,1
jordbra oa arba,1
eger farpantninga,1
oxhandlare Änkling,1
harfrisarperukmakare barberare,1
smaskolelarare sjaman,1
arbetskarl vid mejeri,1
byxskräddare,1
murare livgrenadier f.d.,1
kartongmaarba,1
komakapten,1
kakelugnagesa,1
grenadierkopral,1
skomakare fattighjon soldat fa,1
järnarbetare husägare,1
tapetserare artillerist fa,1
sadelma fa skoma,1
elektricitetsmontör på pappersbruk,1
lantkanslist,1
hemmansegare fada tradgardsmastare,1
radmana bagare,1
klyvare brädgårdsarbetare,1
makadamhuggare,1
trumslagare korporal,1
virkeshandlande hotellvard fa da,1
lagerbiträde i ??varuaffär,1
platslageraarba,1
jordtorpare arba vid brantafors tramassefabrik,1
pastor teol. lic.,1
fabriksvakt f.,1
orga a skola,1
kantor pensa skollarare,1
dafstumlara,1
minuthandlareföreståndare f.,1
garvare g.,1
stadsmätare vägare,1
sadelmakalara,1
hyresgäst schaktmästare,1
snickare glasskärare,1
inspektör 3:dje vid gb. fattigvård,1
godsägare hovrättsnotarie e.o.,1
cigarrhandlare svarvare,1
kronofjerdingsmana arrendator,1
inhyseshjon jordarbeta,1
tradsnidare,1
solvare,1
diverseaarba,1
jarnarbetare ankling,1
disponent v. guldlistfabrik,1
affeneriarbetare,1
bondea fada masmastare,1
hmnsegaoch bra,1
plåtslageriarbetare vid k. varfvet,1
skogs arb,1
sergeant vid fortifikationsverket,1
studenta massar,1
sadelmakare grenadier f.d.,1
skogsarbetare artillerist f.,1
idkar handel fada soldat,1
handelsfarastandare,1
parkhuskarl e.,1
sockerbagarebiträde,1
sjöman 1:sta kl. f.d.,1
fada grafvare,1
arbetarea fada ringare,1
jur. fil. kand. advokat,1
grafappna,1
dragon nao 63,1
vagnkarl vid st. järnv.,1
hästskötare kusk,1
egbra landthandla,1
hissmontör mekanisk,1
extra stadstja,1
gårdsägare Åbo f.d.,1
sagfilare vid kramfors,1
jordbra aarbetare,1
skörare f.d.,1
afverstelajtnant egare enla handelskalendern,1
mjalnarea ahemmansagaa,1
brefbara exa,1
folkskolelärare 1:e,1
verkma o arra af qvarn,1
werkmastare vid gjureriet,1
rådman veterinär,1
gängdragare,1
fad soldata kyrkvaktare,1
repslaarba fada,1
sadelgesall,1
tjadrang inhyses,1
jordbruka arrenda,1
mureriarbetare bagaregesäll f.d.,1
lektor stadsläkare,1
hemaegarea arrenderar ullspinneri,1
virkesmottagare vid sågverk,1
svarfvare och husegare,1
handlande fada arrendata,1
magasinsdrangsson,1
kapitalist handlande fada,1
intendent förvaltare kårens,1
arbetar vid tandsticksfabriken,1
nykterhetsfarestandare,1
boktryckare oa bokfarlaggare,1
understödstagare artillerist,1
badmästare skräddare,1
soldat n:o 872,1
kapitalist hyresgast,1
gratialis avskedad soldat,1
hemmansegar fargare,1
ja torpa fa solda,1
hemmansegarea poststatafaresta,1
